id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source,generated_date,data_snapshot_date,source_period
SVC-0101-PH-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,东南亚,菲律宾,PH,country,general,专科/职校,18-28,global,5.4,3.3,4.7,6.7,5.4,5.7,5.3,4.7,4.5,4.2,3.9,5.8,5.6,3.1,5.7,6.3,5.6,2.6,8.1,4.9,1.6,5.7,3.4,7.3,7.1,5.6,5.7,7.4,6.9,2.8,6.1,5.3,5.0,4.7,2,1,→,2035+,5.31,菲律宾中餐厨师：薪资水平偏低，AI替代抗性强,"Philippines Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-IN-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南亚,印度,IN,country,general,专科/职校,18-28,global,5.5,3.6,5.1,6.3,5.6,5.9,5.3,4.4,4.4,4.4,4.3,5.9,5.1,2.8,5.9,5.9,5.4,2.4,7.8,5.1,1.3,5.7,2.8,7.3,7.1,4.0,5.2,7.8,7.2,3.1,6.4,5.6,4.9,4.6,2,1,→,2035+,5.22,印度中餐厨师：薪资水平偏低，AI替代抗性强,"India Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-PK-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南亚,巴基斯坦,PK,country,general,专科/职校,18-28,global,5.5,3.4,4.2,6.4,4.9,5.2,5.0,4.7,3.8,3.9,3.7,5.8,5.5,3.3,5.8,5.8,5.2,2.9,8.1,4.8,1.7,5.2,3.0,7.6,6.8,4.0,5.1,7.4,7.2,2.6,6.4,5.2,3.9,4.6,2,1,→,2035+,5.04,巴基斯坦中餐厨师：薪资水平偏低，AI替代抗性强,"Pakistan Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-BD-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南亚,孟加拉国,BD,country,general,专科/职校,18-28,global,5.4,3.4,4.3,6.3,4.9,4.8,4.7,4.8,3.5,3.9,3.8,5.9,5.0,3.3,5.7,5.6,5.4,2.6,8.2,5.1,1.6,5.2,2.6,7.1,6.5,4.3,5.5,7.2,6.7,2.8,6.5,5.2,3.8,4.9,1,1,→,2035+,5.0,孟加拉国中餐厨师：薪资水平偏低，AI替代抗性强,"Bangladesh Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-AE-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,中亚/西亚,阿联酋,AE,country,general,专科/职校,18-28,global,5.2,3.8,5.8,6.7,6.0,6.7,5.6,6.1,6.5,4.9,4.9,6.2,5.3,3.8,6.1,6.2,5.8,2.2,8.2,6.1,1.6,5.7,3.5,7.8,7.6,4.9,5.4,7.4,7.1,3.2,5.7,5.4,5.4,4.6,3,2,↑,2035+,5.75,阿联酋中餐厨师：AI替代抗性强,United Arab Emirates Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-IL-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,中亚/西亚,以色列,IL,country,general,专科/职校,18-28,global,5.8,3.5,5.0,6.7,5.4,6.5,5.4,5.2,6.0,4.7,4.8,6.1,5.7,3.6,6.1,5.9,5.7,2.7,8.2,5.7,1.7,5.2,3.4,7.7,7.1,5.9,5.6,7.3,7.2,3.2,6.1,5.3,5.4,4.4,2,1,→,2035+,5.54,以色列中餐厨师：AI替代抗性强,Israel Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-SA-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,中亚/西亚,沙特阿拉伯,SA,country,general,专科/职校,18-28,global,5.8,3.3,5.2,6.7,5.7,5.8,5.6,5.4,5.3,4.3,5.0,5.9,5.7,3.3,6.3,6.2,5.5,2.5,8.3,5.7,1.6,5.3,3.2,7.4,7.1,4.2,5.3,7.3,7.2,2.7,6.0,5.6,4.0,4.6,2,1,→,2035+,5.45,沙特阿拉伯中餐厨师：AI替代抗性强,Saudi Arabia Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-TR-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,中亚/西亚,土耳其,TR,country,general,专科/职校,18-28,global,5.3,3.7,5.0,6.1,5.7,6.0,5.2,5.5,4.6,4.4,4.0,5.9,5.4,3.1,6.0,6.1,5.3,2.6,7.9,5.3,1.3,5.2,2.9,7.3,7.3,4.3,5.6,7.6,7.1,3.1,6.4,5.4,4.0,4.5,3,1,→,2035+,5.25,土耳其中餐厨师：AI替代抗性强,Turkey Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-GB-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,西欧,英国,GB,country,general,专科/职校,18-28,global,5.7,3.6,5.5,6.8,5.9,7.0,5.7,5.5,6.0,5.4,5.3,6.2,5.8,4.1,6.3,6.0,5.5,2.4,8.4,5.7,1.8,5.9,3.9,7.5,7.2,5.9,5.4,7.3,6.8,2.9,6.1,5.4,5.5,4.5,2,2,↑,2035+,5.75,英国中餐厨师：AI替代抗性强,United Kingdom Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-FR-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,西欧,法国,FR,country,general,专科/职校,18-28,global,5.9,3.3,5.0,6.6,6.2,6.6,5.8,5.5,5.7,4.9,5.3,6.3,5.8,4.4,6.8,6.3,5.6,2.4,7.7,5.4,1.6,5.8,3.9,7.4,7.2,5.5,5.9,7.6,7.3,3.0,5.6,5.7,5.2,4.7,3,1,→,2035+,5.68,法国中餐厨师：AI替代抗性强,France Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-DE-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,西欧,德国,DE,country,general,专科/职校,18-28,global,5.9,3.6,5.3,6.6,5.7,6.4,6.1,6.1,6.1,5.0,5.3,6.2,5.8,4.6,6.5,5.8,5.3,2.1,8.0,5.8,1.4,5.6,4.0,7.6,7.0,5.6,5.9,7.4,6.9,3.2,5.7,6.0,5.1,4.8,2,1,→,2035+,5.73,德国中餐厨师：AI替代抗性强,Germany Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-NL-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,西欧,荷兰,NL,country,general,专科/职校,18-28,global,5.7,3.6,5.1,6.6,5.7,6.5,5.6,6.1,6.0,4.7,5.1,6.4,6.2,5.1,7.0,5.9,5.6,2.1,7.9,5.8,1.8,5.6,4.5,7.4,7.4,6.4,5.6,7.5,7.0,3.1,5.5,5.4,5.5,4.7,2,1,→,2035+,5.78,荷兰中餐厨师：AI替代抗性强,Netherlands Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-CH-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,西欧,瑞士,CH,country,general,专科/职校,18-28,global,5.8,3.9,5.1,7.0,6.3,6.8,5.9,6.2,7.1,5.4,5.8,6.2,5.8,4.5,6.6,5.7,5.4,2.0,8.1,6.5,1.6,6.0,4.4,7.3,7.1,5.5,5.4,7.3,7.0,3.5,5.6,5.5,5.2,4.3,2,1,→,2035+,5.88,瑞士中餐厨师：AI替代抗性强,Switzerland Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-SE-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,北欧,瑞典,SE,country,general,专科/职校,18-28,global,5.4,3.8,5.2,7.0,6.0,6.0,6.1,6.3,5.8,4.8,5.5,6.4,6.0,5.5,6.9,6.0,5.6,2.0,7.8,5.7,1.6,5.7,4.9,7.6,7.2,6.5,5.9,7.7,6.8,3.3,5.7,5.5,5.7,4.6,2,1,→,2035+,5.87,瑞典中餐厨师：AI替代抗性强,Sweden Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-DK-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,北欧,丹麦,DK,country,general,专科/职校,18-28,global,5.7,3.5,5.1,6.5,5.8,6.5,5.5,6.5,5.9,4.9,5.6,6.4,5.7,5.3,6.8,6.2,5.4,2.0,7.9,6.1,1.5,5.9,4.4,7.4,6.9,6.3,6.0,7.2,6.7,3.0,5.4,5.9,5.4,4.4,2,1,→,2035+,5.84,丹麦中餐厨师：AI替代抗性强,Denmark Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-FI-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,北欧,芬兰,FI,country,general,专科/职校,18-28,global,6.0,3.7,5.1,6.7,5.5,6.0,5.4,5.8,5.4,4.4,5.1,6.5,5.6,5.0,7.1,6.0,5.5,2.4,8.0,6.0,2.0,6.1,4.8,7.3,7.0,6.5,5.5,7.4,7.2,3.1,5.9,5.6,5.1,4.3,2,1,→,2035+,5.69,芬兰中餐厨师：AI替代抗性强,Finland Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-IT-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南欧,意大利,IT,country,general,专科/职校,18-28,global,5.5,3.8,5.3,6.5,5.5,6.2,5.8,5.7,5.0,4.9,4.5,6.1,5.5,3.5,6.4,5.9,5.7,2.4,8.3,5.6,1.3,5.6,3.5,7.8,7.4,5.2,5.7,7.8,6.9,2.9,5.9,5.6,4.5,4.8,3,1,→,2035+,5.54,意大利中餐厨师：AI替代抗性强,Italy Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-ES-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南欧,西班牙,ES,country,general,专科/职校,18-28,global,5.8,3.6,5.1,6.3,6.1,6.2,5.4,5.7,4.8,4.3,4.3,6.2,5.6,4.0,6.4,6.4,5.3,2.7,8.3,5.7,1.9,5.6,3.7,7.9,7.3,5.2,5.5,7.3,7.0,2.9,6.0,5.5,4.9,4.4,3,1,→,2035+,5.51,西班牙中餐厨师：AI替代抗性强,Spain Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-PT-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南欧,葡萄牙,PT,country,general,专科/职校,18-28,global,5.7,3.3,4.9,6.7,5.5,6.0,5.4,5.7,4.4,4.5,4.3,6.1,5.7,4.2,6.1,6.3,5.6,2.6,8.1,5.3,1.5,5.7,3.9,7.6,7.0,5.9,5.5,7.4,6.9,3.2,6.1,5.7,5.4,4.4,3,1,→,2035+,5.49,葡萄牙中餐厨师：薪资水平偏低，AI替代抗性强,"Portugal Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-PL-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,东欧,波兰,PL,country,general,专科/职校,18-28,global,5.6,3.8,5.1,6.5,5.1,5.7,5.5,5.7,5.5,4.5,5.1,6.2,5.8,3.8,6.4,6.1,5.8,2.5,7.7,5.7,1.3,5.5,3.6,7.3,7.1,5.6,5.3,7.7,6.8,3.0,6.0,5.8,5.2,4.7,2,1,→,2035+,5.51,波兰中餐厨师：AI替代抗性强,Poland Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-CZ-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,东欧,捷克,CZ,country,general,专科/职校,18-28,global,5.3,3.2,4.8,6.5,5.4,5.6,5.5,5.6,5.4,4.3,5.3,6.3,5.6,4.2,6.2,6.2,5.3,2.3,7.8,5.4,1.6,5.9,4.3,7.5,6.8,5.5,5.4,7.7,7.0,3.2,5.6,5.7,4.8,4.8,2,1,→,2035+,5.56,捷克中餐厨师：AI替代抗性强,Czech Republic Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-RU-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,东欧,俄罗斯,RU,country,general,专科/职校,18-28,global,5.3,3.6,4.9,6.3,5.5,5.6,5.2,4.6,4.5,4.4,3.7,5.8,5.1,3.9,6.3,6.1,5.6,2.4,7.8,5.5,1.6,5.4,3.6,7.5,7.0,5.0,5.5,7.5,7.0,2.6,6.1,5.3,3.7,4.9,2,1,→,2035+,5.28,俄罗斯中餐厨师：薪资水平偏低，AI替代抗性强,"Russia Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-US-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,北美,美国,US,country,general,专科/职校,18-28,global,5.9,3.9,5.5,6.5,6.1,6.8,6.1,5.3,7.5,5.4,5.0,6.1,5.6,3.5,6.1,6.3,5.4,2.3,8.2,5.7,1.4,5.7,3.6,7.4,7.2,5.7,5.6,7.5,6.8,2.8,6.2,5.6,5.6,4.2,3,2,↑,2035+,5.76,美国中餐厨师：AI替代抗性强,United States Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-CA-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,北美,加拿大,CA,country,general,专科/职校,18-28,global,5.4,3.4,5.4,6.5,5.8,6.7,5.9,5.7,6.7,5.1,5.2,6.1,5.9,4.3,6.5,6.2,5.7,2.3,7.9,5.9,1.4,5.9,4.4,7.4,7.5,6.0,5.6,7.4,6.8,3.0,5.8,5.8,5.8,4.5,2,1,→,2035+,5.82,加拿大中餐厨师：AI替代抗性强,Canada Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-MX-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,北美,墨西哥,MX,country,general,专科/职校,18-28,global,5.3,3.2,4.8,6.2,5.6,6.0,5.4,4.4,4.4,4.8,3.9,5.8,5.3,3.4,5.9,6.3,5.2,2.4,8.1,5.3,1.8,5.6,3.5,7.4,7.1,4.7,5.2,7.3,6.8,2.7,6.2,5.3,4.3,4.9,3,1,→,2035+,5.3,墨西哥中餐厨师：薪资水平偏低，AI替代抗性强,"Mexico Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-BR-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南美,巴西,BR,country,general,专科/职校,18-28,global,5.6,3.2,5.0,6.5,5.5,6.2,5.3,5.5,4.3,4.3,3.9,6.0,5.3,3.8,6.2,6.0,5.7,2.5,8.3,5.4,1.3,5.5,3.5,7.4,7.3,5.0,5.7,7.3,7.2,3.2,6.4,5.7,4.3,4.4,2,1,→,2035+,5.37,巴西中餐厨师：薪资水平偏低，AI替代抗性强,"Brazil Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-AR-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南美,阿根廷,AR,country,general,专科/职校,18-28,global,5.4,3.2,4.9,6.3,5.5,5.7,5.3,4.8,4.4,4.4,4.0,5.8,5.7,3.6,6.2,5.7,5.3,2.5,7.8,5.2,1.7,5.7,3.2,7.2,7.1,5.2,5.6,7.4,7.2,3.0,6.2,5.6,3.9,4.5,2,1,→,2035+,5.27,阿根廷中餐厨师：薪资水平偏低，AI替代抗性强,"Argentina Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-CL-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南美,智利,CL,country,general,专科/职校,18-28,global,5.5,3.2,5.0,6.6,5.4,5.8,5.4,5.3,4.6,4.6,4.3,5.9,5.4,3.9,6.0,6.0,5.7,2.5,7.8,5.2,1.3,5.7,3.8,7.6,6.7,4.8,5.7,7.6,7.3,3.1,5.7,5.4,4.5,4.8,2,1,→,2035+,5.38,智利中餐厨师：AI替代抗性强,Chile Chinese Cuisine Chef: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
SVC-0101-CO-general,服务业与消费,SVC,餐饮,中餐厨师,Chinese Cuisine Chef,5120,35-1011.00,南美,哥伦比亚,CO,country,general,专科/职校,18-28,global,5.4,3.8,4.9,6.6,5.2,5.8,5.4,4.4,4.5,4.1,4.1,6.0,5.4,3.7,6.0,5.9,5.4,2.5,7.7,5.1,1.8,5.4,3.1,7.5,7.1,5.1,5.4,7.3,6.9,3.1,6.3,5.5,4.1,4.6,2,1,→,2035+,5.23,哥伦比亚中餐厨师：薪资水平偏低，AI替代抗性强,"Colombia Chinese Cuisine Chef: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
