id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source
GOV-0101-PH-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,东南亚,菲律宾,PH,country,general,本科/硕士,22-30,global,5.7,7.1,3.8,8.9,4.8,5.3,3.6,2.8,4.8,4.5,8.9,8.8,7.1,6.3,6.1,5.6,3.7,2.6,6.4,7.9,2.8,3.9,6.1,6.4,1.5,6.1,6.9,6.7,1.1,8.4,1.3,0.7,3.3,8.0,0,0,→,2032-2038,5.19,菲律宾中央政府公务员：就业极其稳定，准入门槛高,"Philippines Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-IN-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南亚,印度,IN,country,general,本科/硕士,22-30,global,6.3,7.3,4.1,9.4,4.7,5.7,3.9,3.6,5.6,4.9,9.6,9.2,7.1,6.1,5.6,5.5,3.6,2.5,6.6,8.9,2.6,3.6,6.2,6.2,1.6,5.3,7.1,6.9,1.3,9.0,1.6,0.7,2.9,8.0,0,1,→,2032-2038,5.3,印度中央政府公务员：就业极其稳定，准入门槛高,"India Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-PK-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南亚,巴基斯坦,PK,country,general,本科/硕士,22-30,global,5.7,7.0,4.1,8.7,4.9,5.6,3.4,3.3,4.5,4.6,9.2,9.0,7.0,6.1,5.4,5.4,3.8,2.7,6.7,8.3,2.7,3.5,6.2,5.9,1.6,4.2,7.0,6.8,1.3,8.4,1.3,0.8,2.8,8.1,0,0,→,2032-2038,5.14,巴基斯坦中央政府公务员：就业极其稳定，准入门槛高,"Pakistan Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-BD-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南亚,孟加拉国,BD,country,general,本科/硕士,22-30,global,5.8,6.9,4.0,9.0,4.5,5.1,3.6,3.3,4.8,4.2,9.3,9.1,7.0,6.0,5.8,5.2,4.1,2.8,6.1,8.3,2.7,3.4,6.2,6.1,1.3,4.5,7.0,7.2,1.1,8.7,1.3,0.5,2.6,8.0,0,0,→,2032-2038,5.1,孟加拉国中央政府公务员：就业极其稳定，准入门槛高,"Bangladesh Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-AE-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,中亚/西亚,阿联酋,AE,country,general,本科/硕士,22-30,global,5.9,6.9,4.0,9.6,4.8,5.5,3.3,2.6,6.7,5.8,10.0,9.2,7.1,6.4,5.7,5.9,4.0,2.0,6.6,8.7,2.9,4.0,6.4,6.6,1.7,5.1,6.9,6.9,1.1,8.4,1.4,0.9,3.5,8.0,0,0,→,2032-2038,5.5,阿联酋中央政府公务员：就业极其稳定，准入门槛高,"United Arab Emirates Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-IL-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,中亚/西亚,以色列,IL,country,general,本科/硕士,22-30,global,6.0,7.4,4.2,8.9,4.5,4.8,3.7,2.9,5.9,5.7,10.0,8.9,7.3,6.7,5.9,5.9,4.0,2.3,6.7,8.9,3.0,4.1,6.7,6.9,1.6,6.2,6.9,6.9,1.2,8.4,1.3,0.9,3.4,7.8,0,0,→,2032-2038,5.48,以色列中央政府公务员：就业极其稳定，准入门槛高,"Israel Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-SA-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,中亚/西亚,沙特阿拉伯,SA,country,general,本科/硕士,22-30,global,6.2,6.5,4.5,9.4,5.2,5.9,3.1,2.6,6.6,5.8,9.8,9.2,7.1,6.1,5.8,5.3,3.9,2.4,6.6,8.5,2.9,3.7,6.4,6.7,1.6,4.5,6.7,6.9,1.0,7.9,1.3,0.8,3.0,8.0,0,1,→,2032-2038,5.43,沙特阿拉伯中央政府公务员：就业极其稳定,Saudi Arabia Central Government Civil Servant: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-TR-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,中亚/西亚,土耳其,TR,country,general,本科/硕士,22-30,global,5.8,7.1,3.9,9.0,4.7,5.5,3.7,3.2,5.0,4.6,9.3,8.9,7.2,6.1,5.7,5.3,4.1,2.5,6.5,8.7,2.9,3.6,6.2,6.5,1.7,5.3,6.9,7.2,1.0,8.8,1.7,0.7,2.8,8.0,0,0,→,2032-2038,5.24,土耳其中央政府公务员：就业极其稳定，准入门槛高,"Turkey Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-GB-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,西欧,英国,GB,country,general,本科/硕士,22-30,global,6.1,6.9,4.3,9.3,4.1,4.5,3.3,3.2,6.1,5.8,10.0,9.0,7.8,7.0,6.4,5.5,4.2,2.3,6.8,8.9,3.4,4.3,7.2,6.6,1.8,6.7,7.3,6.7,0.8,8.4,1.4,1.4,3.1,7.9,0,0,→,2032-2038,5.58,英国中央政府公务员：就业极其稳定，准入门槛高,"United Kingdom Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-FR-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,西欧,法国,FR,country,general,本科/硕士,22-30,global,6.3,7.0,4.2,9.3,5.3,5.6,3.6,3.5,6.2,5.6,10.0,9.3,7.7,7.3,6.3,5.5,4.2,2.5,6.4,8.9,3.2,4.7,7.1,6.9,1.8,6.1,7.1,7.0,1.2,9.2,1.5,1.1,3.5,8.1,0,1,→,2032-2038,5.61,法国中央政府公务员：就业极其稳定，准入门槛高,"France Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-DE-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,西欧,德国,DE,country,general,本科/硕士,22-30,global,6.4,7.3,4.2,9.7,4.2,4.8,3.5,3.0,6.2,5.9,10.0,9.1,7.7,7.3,6.5,5.6,4.5,2.1,6.9,9.0,3.3,4.6,7.7,6.8,1.8,6.4,7.2,7.1,1.0,8.8,1.6,1.1,2.9,8.2,0,0,→,2032-2038,5.63,德国中央政府公务员：就业极其稳定，准入门槛高,"Germany Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-NL-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,西欧,荷兰,NL,country,general,本科/硕士,22-30,global,6.1,7.1,3.9,9.2,4.6,4.7,3.3,3.2,6.2,5.6,10.0,9.1,8.3,7.4,6.6,5.7,4.1,2.1,6.9,8.6,3.7,4.4,7.5,6.6,1.7,6.8,7.4,7.3,1.0,8.4,1.6,1.4,3.3,7.8,0,0,→,2032-2038,5.65,荷兰中央政府公务员：就业极其稳定，准入门槛高,"Netherlands Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-CH-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,西欧,瑞士,CH,country,general,本科/硕士,22-30,global,5.9,7.0,4.2,9.7,4.4,4.7,3.3,3.1,6.8,6.0,9.9,9.2,7.8,7.5,6.5,5.5,4.2,2.2,6.8,8.8,3.5,4.6,7.5,6.7,1.7,6.1,7.3,7.0,1.2,8.2,1.1,1.0,3.1,8.1,0,-1,→,2032-2038,5.68,瑞士中央政府公务员：就业极其稳定，准入门槛高,"Switzerland Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-SE-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,北欧,瑞典,SE,country,general,本科/硕士,22-30,global,6.4,7.3,4.2,9.4,4.8,5.4,2.9,2.7,6.2,5.7,9.8,9.2,8.4,7.7,6.7,5.6,4.1,2.2,6.7,8.7,3.5,4.4,7.9,6.8,1.4,7.4,7.7,6.8,1.2,8.1,1.4,1.1,3.0,7.8,0,0,→,2032-2038,5.64,瑞典中央政府公务员：就业极其稳定，准入门槛高,"Sweden Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-DK-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,北欧,丹麦,DK,country,general,本科/硕士,22-30,global,6.4,7.2,4.3,9.6,4.6,5.1,2.9,2.8,6.3,5.7,10.0,9.2,8.2,7.7,6.6,5.7,4.2,2.0,6.6,8.8,3.6,4.6,7.4,6.9,1.9,7.2,7.5,6.7,0.8,8.4,1.4,1.4,3.2,8.3,0,0,→,2032-2038,5.66,丹麦中央政府公务员：就业极其稳定，准入门槛高,"Denmark Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-FI-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,北欧,芬兰,FI,country,general,本科/硕士,22-30,global,6.4,7.2,4.3,9.3,4.4,5.3,3.4,2.7,6.2,5.5,10.0,9.3,7.9,7.7,6.7,5.4,4.0,2.0,6.8,8.3,3.2,4.4,7.6,6.7,1.8,6.9,7.6,6.8,0.8,8.5,1.1,1.4,3.0,7.8,0,0,→,2032-2038,5.62,芬兰中央政府公务员：就业极其稳定，准入门槛高,"Finland Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-IT-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南欧,意大利,IT,country,general,本科/硕士,22-30,global,6.3,7.2,4.5,9.4,5.0,5.3,3.6,3.1,6.0,5.0,10.0,9.2,7.3,6.6,6.3,5.8,4.3,2.4,6.6,8.6,2.8,4.1,6.7,6.4,1.7,5.6,7.0,7.0,1.0,8.7,1.4,1.1,2.9,7.9,0,0,→,2032-2038,5.47,意大利中央政府公务员：就业极其稳定，准入门槛高,"Italy Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-ES-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南欧,西班牙,ES,country,general,本科/硕士,22-30,global,6.2,7.3,4.3,9.4,4.8,5.0,4.1,3.1,5.5,5.3,9.7,9.1,7.5,6.9,6.4,5.6,3.9,2.4,6.8,8.7,2.9,4.4,7.1,6.6,1.7,5.9,7.4,7.2,1.2,9.1,1.2,1.1,3.3,8.1,0,0,→,2032-2038,5.5,西班牙中央政府公务员：就业极其稳定，准入门槛高,"Spain Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-PT-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南欧,葡萄牙,PT,country,general,本科/硕士,22-30,global,6.2,7.2,4.1,9.3,4.3,5.2,3.6,3.1,5.3,4.9,10.0,9.2,7.7,6.9,5.9,5.6,4.4,2.4,6.4,8.3,3.3,4.1,6.9,6.5,1.8,6.1,6.9,7.1,0.9,8.4,1.7,0.8,3.3,7.9,0,0,→,2032-2038,5.41,葡萄牙中央政府公务员：就业极其稳定，准入门槛高,"Portugal Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-PL-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,东欧,波兰,PL,country,general,本科/硕士,22-30,global,6.3,6.8,4.2,9.0,4.4,5.3,3.5,2.6,5.2,5.2,9.9,8.9,7.5,6.9,5.9,5.5,4.0,2.2,6.8,8.1,2.9,4.1,6.9,6.5,1.4,6.1,7.0,6.8,0.8,8.7,1.5,1.0,3.0,8.0,0,0,→,2032-2038,5.37,波兰中央政府公务员：就业极其稳定，准入门槛高,"Poland Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-CZ-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,东欧,捷克,CZ,country,general,本科/硕士,22-30,global,5.9,7.1,3.9,9.4,4.4,4.7,3.1,3.2,5.6,5.2,10.0,9.2,7.6,7.1,6.1,5.4,4.1,2.5,6.3,8.5,3.3,4.4,7.1,6.4,1.4,5.9,7.4,7.3,1.0,8.5,1.3,1.4,2.9,8.3,0,0,→,2032-2038,5.42,捷克中央政府公务员：就业极其稳定，准入门槛高,"Czech Republic Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-RU-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,东欧,俄罗斯,RU,country,general,本科/硕士,22-30,global,6.2,7.3,4.1,9.0,5.2,5.7,3.1,2.8,5.2,5.1,9.6,8.9,7.5,6.2,5.8,5.3,3.8,2.8,6.8,8.0,3.2,3.7,6.2,6.5,1.2,5.6,6.9,6.9,0.8,8.6,1.3,0.7,2.8,7.8,0,1,→,2032-2038,5.25,俄罗斯中央政府公务员：就业极其稳定，准入门槛高,"Russia Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-US-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,北美,美国,US,country,general,本科/硕士,22-30,global,6.2,7.0,3.9,9.2,4.3,4.8,3.4,3.2,6.0,5.8,10.0,9.1,7.3,6.4,6.2,5.9,4.3,2.3,6.4,8.9,3.1,4.1,6.6,6.8,1.7,6.3,7.0,7.0,0.7,8.7,1.3,1.3,3.0,7.6,0,0,→,2032-2038,5.49,美国中央政府公务员：就业极其稳定，准入门槛高,"United States Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-CA-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,北美,加拿大,CA,country,general,本科/硕士,22-30,global,6.0,7.3,4.0,9.7,4.4,5.0,3.4,2.9,6.3,5.7,9.9,9.2,7.8,7.3,6.2,5.4,4.0,2.0,6.5,8.5,3.1,4.2,7.1,6.5,1.3,6.5,7.1,7.1,0.7,8.6,1.2,1.2,3.5,8.2,0,0,→,2032-2038,5.55,加拿大中央政府公务员：就业极其稳定，准入门槛高,"Canada Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-MX-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,北美,墨西哥,MX,country,general,本科/硕士,22-30,global,5.8,6.9,3.9,8.7,4.6,5.0,3.2,2.6,4.8,4.7,9.0,8.9,7.1,6.4,6.0,5.8,3.7,2.9,6.6,7.9,3.0,4.0,6.1,6.2,1.4,5.5,7.2,7.0,0.9,8.3,1.5,0.8,2.8,7.8,0,0,→,2032-2038,5.16,墨西哥中央政府公务员：就业极其稳定，准入门槛高,"Mexico Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-BR-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南美,巴西,BR,country,general,本科/硕士,22-30,global,5.8,7.1,4.5,9.3,5.0,5.8,3.7,3.1,5.7,5.3,9.7,9.0,7.7,6.7,5.8,5.6,3.7,2.4,6.5,8.8,3.3,3.9,6.8,6.1,1.1,5.3,6.7,7.1,1.0,9.0,1.6,1.2,3.0,8.3,0,1,→,2032-2038,5.42,巴西中央政府公务员：就业极其稳定，准入门槛高,"Brazil Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-AR-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南美,阿根廷,AR,country,general,本科/硕士,22-30,global,6.1,6.8,3.9,8.6,4.9,5.6,3.4,3.1,5.1,4.4,8.8,8.9,7.4,6.2,5.9,5.8,3.8,2.7,6.4,7.9,2.6,3.9,6.3,6.1,1.7,5.8,6.6,7.2,1.2,8.2,1.6,0.7,3.0,8.4,-1,1,→,2032-2038,5.17,阿根廷中央政府公务员：就业极其稳定，准入门槛高,"Argentina Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-CL-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南美,智利,CL,country,general,本科/硕士,22-30,global,6.0,7.1,4.1,8.9,4.5,4.5,3.1,2.7,5.6,4.9,10.0,9.0,7.4,6.6,6.0,5.6,3.9,2.5,6.4,8.2,2.8,4.0,6.2,7.0,1.4,5.4,6.7,7.0,0.9,8.4,1.7,1.0,3.2,8.0,0,0,→,2032-2038,5.29,智利中央政府公务员：就业极其稳定，准入门槛高,"Chile Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-CO-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南美,哥伦比亚,CO,country,general,本科/硕士,22-30,global,6.1,7.1,4.0,8.8,4.9,4.9,3.5,2.9,4.6,4.7,9.2,8.9,7.2,6.2,6.1,5.5,4.1,2.6,6.7,7.9,2.7,3.6,6.3,6.0,1.3,5.2,6.8,6.9,0.8,8.6,1.9,1.2,2.6,7.7,0,0,→,2032-2038,5.16,哥伦比亚中央政府公务员：就业极其稳定，准入门槛高,"Colombia Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0101-AU-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,大洋洲,澳大利亚,AU,country,general,本科/硕士,22-30,global,6.4,7.4,4.4,9.5,4.3,4.6,3.5,3.1,6.5,6.1,9.8,9.3,7.9,7.0,6.4,5.6,4.2,2.2,6.7,9.0,3.3,4.8,7.1,6.8,1.7,6.5,7.3,7.2,1.3,8.5,1.4,1.5,3.5,7.8,0,0,→,2032-2038,5.65,澳大利亚中央政府公务员：就业极其稳定，准入门槛高,"Australia Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
